,County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
349,CHENANGO,703429,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE # 13554,5013,SR 8,,,NEW BERLIN,NY,13411,0,POINT (472728.464659086 4720313.46171079),4129,36,017,970501,1400000US36017970501,36017970501,9705.01,Census Tract 9705.01,NY,Chenango County,New York,CT,110364978,129156
350,YATES,570125,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10301,16,SENECA ST,,,DUNDEE,NY,14837,8500,POINT (337716.3391932027 4709831.413496146),1758,36,123,150101,1400000US36123150101,36123150101,1501.01,Census Tract 1501.01,NY,Yates County,New York,CT,84315580,17735611
351,YATES,570107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6948,252,LAKE ST PLAZA,,,PENN YAN,NY,14527,7400,POINT (331252.5849996628 4724390.390540289),3785,36,123,150501,1400000US36123150501,36123150501,1505.01,Census Tract 1505.01,NY,Yates County,New York,CT,25059592,34092
352,WYOMING,560080,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9726,201,S MAIN ST,,,PERRY,NY,14530,7000,POINT (253448.038597811 4733147.498916656),1808,36,121,970700,1400000US36121970700,36121970700,9707,Census Tract 9707,NY,Wyoming County,New York,CT,95778110,3665729
353,WESTCHESTER,552813,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12866,807,WASHINGTON ST,,,PEEKSKILL,NY,10566,9500,POINT (589872.9487289026 4570012.957475043),2363,36,119,014100,1400000US36119014100,36119014100,141,Census Tract 141,NY,Westchester County,New York,CT,3237002,2602749
354,WAYNE,540205,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11148,110,WAYNE AVE,,,CLYDE,NY,14433,7130,POINT (347942.0468489588 4772280.404334275),14,36,117,021800,1400000US36117021800,36117021800,218,Census Tract 218,NY,Wayne County,New York,CT,5693176,153212
355,WAYNE,540182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10071,7269,RIDGE RD,,,SODUS,NY,14551,8000,POINT (334535.4040355345 4788386.012708848),1798,36,117,020900,1400000US36117020900,36117020900,209,Census Tract 209,NY,Wayne County,New York,CT,105844290,246311
356,WAYNE,540155,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6125,6010,NEW HARTFORD ST,,,WOLCOTT,NY,14590,0,POINT (352616.7163869212 4786797.062790838),5079,36,117,021502,1400000US36117021502,36117021502,215.02,Census Tract 215.02,NY,Wayne County,New York,CT,101139630,2333354
357,WAYNE,540140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9109,3906,RT 104 PO BOX 181,,,WILLIAMSON,NY,14589,6100,POINT (321756.1544459617 4788983.194710938),3589,36,117,020402,1400000US36117020402,36117020402,204.02,Census Tract 204.02,NY,Wayne County,New York,CT,36862407,9553
358,WAYNE,540136,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8440,604,E MAIN ST,,,PALMYRA,NY,14522,6000,POINT (318963.7590330882 4770192.849839617),1797,36,117,020700,1400000US36117020700,36117020700,207,Census Tract 207,NY,Wayne County,New York,CT,5857740,0
359,WAYNE,540135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8643,204,W MILLER ST,,,NEWARK,NY,14513,10000,POINT (329107.972072692 4768015.380542479),966,36,117,021100,1400000US36117021100,36117021100,211,Census Tract 211,NY,Wayne County,New York,CT,10987319,11970
360,WASHINGTON,530135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10980,180,BROADWAY,,,WHITEHALL,NY,12887,3000,POINT (628759.3448988697 4822827.860194405),2260,36,115,082001,1400000US36115082001,36115082001,820.01,Census Tract 820.01,NY,Washington County,New York,CT,205648432,5195222
361,WASHINGTON,530126,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10882,1133,STATE RT 22,,,CAMBRIDGE,NY,12816,7000,POINT (632138.1134086815 4764167.219130103),3381,36,115,092000,1400000US36115092000,36115092000,920,Census Tract 920,NY,Washington County,New York,CT,124115622,137924
362,WASHINGTON,530085,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6184,87,QUAKER ST,,,GRANVILLE,NY,12832,3000,POINT (640338.0755653111 4806519.353755912),4544,36,115,084002,1400000US36115084002,36115084002,840.02,Census Tract 840.02,NY,Washington County,New York,CT,67246353,594659
363,WASHINGTON,530077,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9556,343,MAIN ST,,,HUDSON FALLS,NY,12839,5000,POINT (615277.9143443711 4796619.460094132),788,36,115,080200,1400000US36115080200,36115080200,802,Census Tract 802,NY,Washington County,New York,CT,1880301,0
364,ULSTER,510809,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12597,1155,RT 32,,,ROSENDALE,NY,12472,8000,POINT (576707.0049770758 4633417.07890356),2931,36,111,952700,1400000US36111952700,36111952700,9527,Census Tract 9527,NY,Ulster County,New York,CT,26519420,1147056
365,ULSTER,510776,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12050,130,BROADWAY US 9W,,,PORT EWEN,NY,12466,5000,POINT (584683.1318219558 4640266.522434633),4609,36,111,952500,1400000US36111952500,36111952500,9525,Census Tract 9525,NY,Ulster County,New York,CT,5177192,1691363
366,ULSTER,510571,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 7698,363,FOXHALL AVE,,,KINGSTON,NY,12401,5000,POINT (582868.2494924915 4643374.781131146),179,36,111,952000,1400000US36111952000,36111952000,9520,Census Tract 9520,NY,Ulster County,New York,CT,740496,0
367,ULSTER,510531,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5736,2,"RIVERVIEW DR, STE 4",,,MARLBORO,NY,12542,6000,POINT (586327.5209526548 4607651.969166531),2899,36,111,953800,1400000US36111953800,36111953800,9538,Census Tract 9538,NY,Ulster County,New York,CT,16213206,4633058
368,ULSTER,510500,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6514,3139,RT 9W,,,SAUGERTIES,NY,12477,7500,POINT (586494.0785777 4656692.994134968),4953,36,111,950300,1400000US36111950300,36111950300,9503,Census Tract 9503,NY,Ulster County,New York,CT,7113679,2318502
369,ULSTER,510493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9531,114,S MAIN ST,,,ELLENVILLE,NY,12428,7000,POINT (550256.3584904397 4618466.601907315),2894,36,111,954800,1400000US36111954800,36111954800,9548,Census Tract 9548,NY,Ulster County,New York,CT,15882264,55886
370,TOMPKINS,500181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10064,9814,RT 96,,,TRUMANSBURG,NY,14886,3000,POINT (362453.0726712977 4712074.200142111),2680,36,099,951000,1400000US36099951000,36099951000,9510,Census Tract 9510,NY,Seneca County,New York,CT,81287547,16045715
371,TIOGA,490078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 10153,65,E RIVER RD,,,NICHOLS,NY,13812,0,POINT (386917.7976367364 4653025.631795802),4895,36,107,020600,1400000US36107020600,36107020600,206,Census Tract 206,NY,Tioga County,New York,CT,238874725,4512368
372,TIOGA,490064,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6065,575,BROAD ST,,,WAVERLY,NY,14892,0,POINT (373419.5262018581 4651179.444270687),5032,36,107,020703,1400000US36107020703,36107020703,207.03,Census Tract 207.03,NY,Tioga County,New York,CT,4210506,0
373,TIOGA,490056,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9051,1147,NYS RT 17C,,,OWEGO,NY,13827,3000,POINT (398170.3757069289 4661361.567148434),2252,36,107,020300,1400000US36107020300,36107020300,203,Census Tract 203,NY,Tioga County,New York,CT,130645770,1255418
374,SULLIVAN,480273,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6295,1860,ST RT 52,,,LIBERTY,NY,12754,2500,POINT (523818.9200738246 4625612.829772022),4693,36,105,950500,1400000US36105950500,36105950500,9505,Census Tract 9505,NY,Sullivan County,New York,CT,96038212,1184578
375,STEUBEN,460239,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7420,7078,STATE RTE 415,,,BATH,NY,14810,8700,POINT (307377.7260401173 4690643.182850889),3865,36,101,961100,1400000US36101961100,36101961100,9611,Census Tract 9611,NY,Steuben County,New York,CT,109797070,165306
376,STEUBEN,460207,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10186,187,MAIN ST,,,HORNELL,NY,14843,8000,POINT (280924.8021659873 4689436.440188324),2676,36,101,960900,1400000US36101960900,36101960900,9609,Census Tract 9609,NY,Steuben County,New York,CT,1403123,0
377,STEUBEN,460203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 7505,7183,ST RT 54 STE 101,,,BATH,NY,14810,9100,POINT (309909.874559521 4691298.50654238),1573,36,101,961200,1400000US36101961200,36101961200,9612,Census Tract 9612,NY,Steuben County,New York,CT,6608541,0
378,STEUBEN,460181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6795,82,VICTORY HWY,,,PAINTED POST,NY,14870,6600,POINT (326457.9614231522 4670825.256316579),1390,36,101,962302,1400000US36101962302,36101962302,9623.02,Census Tract 9623.02,NY,Steuben County,New York,CT,11666860,49288
379,STEUBEN,460164,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9732,303,N LACKAWANNA ST,,,WAYLAND,NY,14572,7100,POINT (287428.3191926476 4716741.977026832),2673,36,101,960400,1400000US36101960400,36101960400,9604,Census Tract 9604,NY,Steuben County,New York,CT,100353492,1530990
380,STEUBEN,460153,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9419,20,TUSCARORA ST,,,ADDISON,NY,14801,8500,POINT (315144.5589302762 4663712.188734667),1756,36,101,962200,1400000US36101962200,36101962200,9622,Census Tract 9622,NY,Steuben County,New York,CT,66161312,368524
381,STEUBEN,460131,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8446,54B,W MAIN ST,,,CANISTEO,NY,14823,6600,POINT (285051.0563365978 4683595.192598185),4611,36,101,961900,1400000US36101961900,36101961900,9619,Census Tract 9619,NY,Steuben County,New York,CT,140768140,24435
382,STEUBEN,460120,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8149,7451,SENECA RD N,,,HORNELL,NY,14843,8900,POINT (280428.0244899561 4693318.771794165),2674,36,101,960600,1400000US36101960600,36101960600,9606,Census Tract 9606,NY,Steuben County,New York,CT,112874616,560252
383,SENECA,450094,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6841,1328,WATERLOO GENEVA RD,,,WATERLOO,NY,13165,6900,POINT (346785.3182747646 4751773.203621311),2683,36,099,950600,1400000US36099950600,36099950600,9506,Census Tract 9506,NY,Seneca County,New York,CT,32772263,336343
384,SCHUYLER,440061,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6915,142,N CATHERINE ST,,,MONTOUR FALLS,NY,14865,0,POINT (347960.3483470171 4690276.70981747),4884,36,097,950500,1400000US36097950500,36097950500,9505,Census Tract 9505,NY,Schuyler County,New York,CT,184505223,1579047
385,SCHOHARIE,430064,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7491,813,E MAIN ST,,,COBLESKILL,NY,12043,4000,POINT (543155.6528816087 4725516.167381094),3341,36,095,740200,1400000US36095740200,36095740200,7402,Census Tract 7402,NY,Schoharie County,New York,CT,78698060,463379
386,SCHENECTADY,420277,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6270,154,SAGANDAGA RD,,,SCOTIA,NY,12302,7200,POINT (584117.1506530958 4742939.124190154),2249,36,093,032200,1400000US36093032200,36093032200,322,Census Tract 322,NY,Schenectady County,New York,CT,3438827,378715
387,SCHENECTADY,420203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8895,1008,STATE ST,,,SCHENECTADY,NY,12307,6000,POINT (587542.6822461121 4739467.02759709),261,36,093,020900,1400000US36093020900,36093020900,209,Census Tract 209,NY,Schenectady County,New York,CT,737486,0
388,SARATOGA,410486,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12932,104,SARATOGA AVE,,,S GLENS FALLS,NY,12803,9000,POINT (610500.6189205148 4794068.013554902),1600,36,091,060200,1400000US36091060200,36091060200,602,Census Tract 602,NY,Saratoga County,New York,CT,3518293,341616
389,SARATOGA,410438,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11706,1,PRICE CHOPPER PLAZA,,,MECHANICVILLE,NY,12118,8900,POINT (607399.1326505656 4751673.772433748),2256,36,091,062200,1400000US36091062200,36091062200,622,Census Tract 622,NY,Saratoga County,New York,CT,1429179,204368
390,SARATOGA,410291,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6872,417,PALMER AVE,,,CORINTH,NY,12822,7000,POINT (595813.028069097 4788813.765987893),4205,36,091,060400,1400000US36091060400,36091060400,604,Census Tract 604,NY,Saratoga County,New York,CT,2762585,102299
391,SARATOGA,410206,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8576,772,SARATOGA RD,,,BURNT HILLS,NY,12027,1500,POINT (589566.7817515536 4750816.907010603),3307,36,091,061702,1400000US36091061702,36091061702,617.02,Census Tract 617.02,NY,Saratoga County,New York,CT,24664223,3242
392,ST. LAWRENCE,400309,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10656,124,W MAIN ST,,,GOVERNEUR,NY,13642,0,POINT (462146.6434590693 4909076.169810913),5034,36,089,492700,1400000US36089492700,36089492700,4927,Census Tract 4927,NY,St. Lawrence County,New York,CT,184410078,2824347
393,ST. LAWRENCE,400230,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6066,232,N MAIN ST,,,MASSENA,NY,13662,0,POINT (507875.2019279479 4976609.754785907),4588,36,089,490200,1400000US36089490200,36089490200,4902,Census Tract 4902,NY,St. Lawrence County,New York,CT,7799011,347101
394,ST. LAWRENCE,400215,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9559,2,MALBY AVE,,,MASSENA,NY,13662,9300,POINT (509726.2672437598 4974848.252653885),3347,36,089,490300,1400000US36089490300,36089490300,4903,Census Tract 4903,NY,St. Lawrence County,New York,CT,61612753,4026884
395,ST. LAWRENCE,400213,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9582,5933,NYS HWY 11,,,CANTON,NY,13617,6500,POINT (488485.8478516909 4938358.949080889),4152,36,089,492000,1400000US36089492000,36089492000,4920,Census Tract 4920,NY,St. Lawrence County,New York,CT,130945655,898144
396,ST. LAWRENCE,400212,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9558,7669,STATE HWY 68,,,OGDENSBURG,NY,13669,6161,POINT (462425.3227821618 4948548.016921846),3352,36,089,491700,1400000US36089491700,36089491700,4917,Census Tract 4917,NY,St. Lawrence County,New York,CT,169642767,14771516
397,OTSEGO,360170,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10942,188,E MAIN ST,,,RICHFIELD SPRINGS,NY,13439,8000,POINT (501543.7482093686 4744414.076502214),3782,36,077,590301,1400000US36077590301,36077590301,5903.01,Census Tract 5903.01,NY,Otsego County,New York,CT,79921675,4139033
398,OTSEGO,360161,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10652,76,CHESTNUT ST,,,ONEONTA,NY,13820,2500,POINT (494602.1581839646 4700241.59812125),3410,36,077,591100,1400000US36077591100,36077591100,5911,Census Tract 5911,NY,Otsego County,New York,CT,4220210,9943
399,OSWEGO,350252,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11152,952,CAYUGA ST,,,HANNIBAL,NY,13074,8000,POINT (372003.7626090381 4797485.242296891),222,36,075,021300,1400000US36075021300,36075021300,213,Census Tract 213,NY,Oswego County,New York,CT,115655205,443349
400,OSWEGO,350227,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10640,6124,N MAIN ST,,,SANDY CREEK,NY,13145,7000,POINT (412531.7713672747 4833296.127451947),322,36,075,020202,1400000US36075020202,36075020202,202.02,Census Tract 202.02,NY,Oswego County,New York,CT,6374602,7749
401,OSWEGO,350209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 6437,3391,MAIN ST,,,MEXICO,NY,13114,7400,POINT (399633.8010824939 4812614.410628636),3477,36,075,020400,1400000US36075020400,36075020400,204,Census Tract 204,NY,Oswego County,New York,CT,119842855,1855903
402,OSWEGO,350164,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6029,1573,STATE RT 49,,,CONSTANTIA,NY,13044,7100,POINT (417802.9951968265 4789242.447719434),4154,36,075,020600,1400000US36075020600,36075020600,206,Census Tract 206,NY,Oswego County,New York,CT,147023939,111128639
403,OSWEGO,350132,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8596,126,CAYUGA ST,,,FULTON,NY,13069,5700,POINT (385155.3867649141 4797772.364110783),3492,36,075,021101,1400000US36075021101,36075021101,211.01,Census Tract 211.01,NY,Oswego County,New York,CT,2637107,259417
404,OSWEGO,350124,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8443,4913,N JEFFERSON ST,,,PULASKI,NY,13142,8000,POINT (409046.2856103815 4824747.146941564),4497,36,075,020301,1400000US36075020301,36075020301,203.01,Census Tract 203.01,NY,Oswego County,New York,CT,9032161,265483
405,ORLEANS,340098,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5729,16684,RT 31,,,HOLLEY,NY,14470,7500,POINT (253150.0464640505 4790408.45870567),3856,36,073,040802,1400000US36073040802,36073040802,408.02,Census Tract 408.02,NY,Orleans County,New York,CT,80444171,102380
406,ORANGE,331387,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13753,16,RT 17K,,,NEWBURGH,NY,12550,7200,POINT (579151.0158517067 4595078.25866776),3432,36,071,010400,1400000US36071010400,36071010400,104,Census Tract 104,NY,Orange County,New York,CT,9450099,109436
407,ORANGE,331381,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13706,191,JERSEY AVE,,,PORT JERVIS,NY,12771,7200,POINT (526224.5274688225 4579447.497980661),4571,36,071,002200,1400000US36071002200,36071002200,22,Census Tract 22,NY,Orange County,New York,CT,1266294,34426
408,ORANGE,331374,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13496,280,RT 211 E,,,MIDDLETOWN,NY,10940,9043,POINT (550135.9288123872 4589373.676874392),3448,36,071,011200,1400000US36071011200,36071011200,112,Census Tract 112,NY,Orange County,New York,CT,9648286,57335
409,ORANGE,331344,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13281,436,BLOOMING GROVE TPK,,,NEW WINDSOR,NY,12553,0,POINT (580282.1370970228 4590822.560947222),4308,36,071,012800,1400000US36071012800,36071012800,128,Census Tract 128,NY,Orange County,New York,CT,5950276,3990356
410,ORANGE,331337,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13210,65,DOLSON AVE,,,MIDDLETOWN,NY,10940,9677,POINT (548273.8683072532 4587107.807765786),4731,36,071,001500,1400000US36071001500,36071001500,15,Census Tract 15,NY,Orange County,New York,CT,2935837,17085
411,ORANGE,331233,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12222,2,LAKES RD,,,MONROE,NY,10950,9500,POINT (567666.103446875 4575494.859736157),4208,36,071,014101,1400000US36071014101,36071014101,141.01,Census Tract 141.01,NY,Orange County,New York,CT,6074339,189671
412,ONTARIO,320247,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11107,86,S MAIN ST,,,MANCHESTER,NY,14504,7200,POINT (318010.4859585278 4759210.990801084),1196,36,069,050302,1400000US36069050302,36069050302,503.02,Census Tract 503.02,NY,Ontario County,New York,CT,19541074,0
413,ONTARIO,320243,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST 10552,187,STATE RT 21,,,NAPLES,NY,14512,8250,POINT (303520.1185273618 4721903.371376665),1834,36,069,052200,1400000US36069052200,36069052200,522,Census Tract 522,NY,Ontario County,New York,CT,102827942,174
414,ONTARIO,320187,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 8308,74,WEST AVE,,,CANANDAIGUA,NY,14424,4000,POINT (313389.2985474205 4750848.07728206),2732,36,069,050800,1400000US36069050800,36069050800,508,Census Tract 508,NY,Ontario County,New York,CT,2989427,0
415,ONONDAGA,311271,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13168,606,BUTTERNUT ST,,,SYRACUSE,NY,13208,10000,POINT (406677.4854672726 4768091.224695344),1231,36,067,001500,1400000US36067001500,36067001500,15,Census Tract 15,NY,Onondaga County,New York,CT,511989,0
416,ONONDAGA,311181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8840,7999,STATE ROUTE 31,,,BRIDGEPORT,NY,13030,6000,POINT (420790.7759909811 4778518.612436828),2389,36,067,010100,1400000US36067010100,36067010100,101,Census Tract 101,NY,Onondaga County,New York,CT,13012500,127225
417,ONONDAGA,310974,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10893,1160,STATE ROUTE 5,,,ELBRIDGE,NY,13060,7160,POINT (384024.422822102 4766080.637865384),3690,36,067,012000,1400000US36067012000,36067012000,120,Census Tract 120,NY,Onondaga County,New York,CT,97273813,1915949
418,ONONDAGA,310955,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11033,7031,MANLIUS CENTER RD,,,EAST SYRACUSE,NY,13057,3000,POINT (415696.0809018468 4768368.797117086),4541,36,067,015400,1400000US36067015400,36067015400,154,Census Tract 154,NY,Onondaga County,New York,CT,13758133,29268
419,ONONDAGA,310925,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11009,3535,JAMES ST,,,SYRACUSE,NY,13206,9300,POINT (410627.7849774513 4769157.758406154),4785,36,067,014400,1400000US36067014400,36067014400,144,Census Tract 144,NY,Onondaga County,New York,CT,16966984,0
420,ONONDAGA,310891,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10784,2512,RTE 11,,,LAFAYETTE,NY,13084,5000,POINT (409770.577422622 4749544.131381044),4328,36,067,015800,1400000US36067015800,36067015800,158,Census Tract 158,NY,Onondaga County,New York,CT,101719105,1027096
421,ONONDAGA,310819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10325,602,OLD LIVERPOOL RD,,,LIVERPOOL,NY,13088,6400,POINT (403137.3357535914 4771519.645869716),4786,36,067,013701,1400000US36067013701,36067013701,137.01,Census Tract 137.01,NY,Onondaga County,New York,CT,3956049,3564937
422,ONONDAGA,310752,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6404,475,ST RT 281,,,TULLY,NY,13159,7100,POINT (408231.0856039615 4738578.331455313),3684,36,067,016901,1400000US36067016901,36067016901,169.01,Census Tract 169.01,NY,Onondaga County,New York,CT,67012616,1358725
423,ONONDAGA,310707,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9576,7252,STATE FAIR BLVD,,,SYRACUSE,NY,13209,5900,POINT (395370.5702517988 4775066.243332576),4784,36,067,011800,1400000US36067011800,36067011800,118,Census Tract 118,NY,Onondaga County,New York,CT,7781523,259382
424,ONONDAGA,310593,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7940,709-729,N MAIN ST #721,,,NORTH SYRACUSE,NY,13212,6516,POINT (408249.7556679727 4777432.283525378),844,36,067,010700,1400000US36067010700,36067010700,107,Census Tract 107,NY,Onondaga County,New York,CT,2342843,0
425,ONONDAGA,310592,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9030,6320,S SALINA ST,,,NEDROW,NY,13120,8250,POINT (406806.7691905666 4759117.756896948),868,36,067,016200,1400000US36067016200,36067016200,162,Census Tract 162,NY,Onondaga County,New York,CT,3889244,0
426,ONONDAGA,310585,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8991,2909,MILTON AVE,,,SOLVAY,NY,13209,6000,POINT (400144.8501308031 4768179.34409993),4324,36,067,013000,1400000US36067013000,36067013000,130,Census Tract 130,NY,Onondaga County,New York,CT,2389160,0
427,ONONDAGA,310526,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8537,5501,BARTELL RD,,,BREWERTON,NY,13029,12000,POINT (407734.4673355526 4787295.715308932),3620,36,067,010200,1400000US36067010200,36067010200,102,Census Tract 102,NY,Onondaga County,New York,CT,25298959,94133
428,ONEIDA,300731,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8903,13194,RT 12,,,BOONVILLE,NY,13309,8000,POINT (474179.6402030964 4813885.793153086),4302,36,065,024200,1400000US36065024200,36065024200,242,Census Tract 242,NY,Oneida County,New York,CT,186046509,1978970
429,ONEIDA,300577,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11111,103,W MAIN ST,,,WATERVILLE,NY,13480,16500,POINT (468960.7718026482 4753216.215637596),5321,36,065,025700,1400000US36065025700,36065025700,257,Census Tract 257,NY,Oneida County,New York,CT,79776708,464777
430,ONEIDA,300531,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10537,95,STATE ST E,,,SHERRILL,NY,13461,8630,POINT (451806.7242858415 4769274.930282244),4514,36,065,024800,1400000US36065024800,36065024800,248,Census Tract 248,NY,Oneida County,New York,CT,5986679,0
431,ONEIDA,300419,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9763,35,MAIN ST,,,CAMDEN,NY,13316,0,POINT (439375.2844374987 4798185.263977154),1713,36,065,024500,1400000US36065024500,36065024500,245,Census Tract 245,NY,Oneida County,New York,CT,139893779,363942
432,ONEIDA,300408,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6469,131,ORISKANY BLVD SUITE 7,,,WHITESBORO,NY,13492,6800,POINT (476094.2727662657 4774090.808934188),4947,36,065,023200,1400000US36065023200,36065023200,232,Census Tract 232,NY,Oneida County,New York,CT,8346395,4308
433,ONEIDA,300405,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6343,34,CHENANGO AVE,,,CLINTON,NY,13323,2000,POINT (469038.2520903182 4766351.122825059),4309,36,065,025002,1400000US36065025002,36065025002,250.02,Census Tract 250.02,NY,Oneida County,New York,CT,22334898,0
434,ONEIDA,300365,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9428,8220,TURIN RD,,,ROME,NY,13440,6000,POINT (462561.4959154148 4789491.374121297),3360,36,065,022702,1400000US36065022702,36065022702,227.02,Census Tract 227.02,NY,Oneida County,New York,CT,68088737,637558
435,ONEIDA,300353,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9112,4464,PETERBORO ST S,,,VERNON,NY,13476,7800,POINT (456135.8342871444 4769751.368202363),2352,36,065,024900,1400000US36065024900,36065024900,249,Census Tract 249,NY,Oneida County,New York,CT,97970866,28029
436,ONEIDA,300321,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8559,801,BLACK RIVER BLVD N,,,ROME,NY,13440,7989,POINT (463609.7978019321 4785303.222060452),243,36,065,022200,1400000US36065022200,36065022200,222,Census Tract 222,NY,Oneida County,New York,CT,1564814,0
